date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,symbol
2015-01-28T00:00:00.000Z,115.31,118.12,115.31,117.625,146477063,25.7705313455,26.398535795,25.7705313455,26.2879086767,585908252,0.0,1.0,AAPL
2015-01-29T00:00:00.000Z,118.9,119.19,115.56,116.32,84436432,26.5728573148,26.637669162,25.8264036274,25.9962553647,337745728,0.0,1.0,AAPL
2015-01-30T00:00:00.000Z,117.16,120.0,116.85,118.4,83745461,26.1839862322,26.8186953556,26.1147046025,26.4611127509,334981844,0.0,1.0,AAPL
2015-02-02T00:00:00.000Z,118.63,119.17,116.08,118.05,62739100,26.5125152503,26.6331993794,25.942617974,26.3828915561,250956400,0.0,1.0,AAPL
2015-02-03T00:00:00.000Z,118.65,119.09,117.61,118.5,51915749,26.5169850329,26.6153202492,26.2845563398,26.4834616637,207662996,0.0,1.0,AAPL
2015-02-04T00:00:00.000Z,119.56,120.51,118.309,118.5,70149743,26.7203601393,26.9326748109,26.4407752402,26.4834616637,280598972,0.0,1.0,AAPL
2015-02-05T00:00:00.000Z,119.94,120.23,119.25,120.02,42246245,26.9103258981,26.9753917186,26.7555141183,26.9282750899,168984980,0.47,1.0,AAPL
2015-02-06T00:00:00.000Z,118.93,120.25,118.45,120.02,43706567,26.6837173508,26.9798790165,26.5760221996,26.9282750899,174826268,0.0,1.0,AAPL
2015-02-09T00:00:00.000Z,119.72,119.84,118.43,118.55,38889797,26.8609656204,26.8878894082,26.5715349017,26.5984586895,155559188,0.0,1.0,AAPL
2015-02-10T00:00:00.000Z,122.02,122.15,120.16,120.17,62008506,27.3770048865,27.4061723232,26.9596861757,26.9619298247,248034024,0.0,1.0,AAPL
2015-02-11T00:00:00.000Z,124.88,124.92,122.5,122.77,73561797,28.0186884955,28.0276630914,27.4847000376,27.5452785602,294247188,0.0,1.0,AAPL
2015-02-12T00:00:00.000Z,126.46,127.48,125.57,126.06,74474466,28.3731850348,28.602037231,28.1735002753,28.2834390755,297897864,0.0,1.0,AAPL
2015-02-13T00:00:00.000Z,127.08,127.28,125.65,127.28,54272219,28.5122912717,28.5571642513,28.1914494672,28.5571642513,217088876,0.0,1.0,AAPL
2015-02-17T00:00:00.000Z,127.83,128.88,126.92,127.49,63152405,28.6805649454,28.9161480886,28.476392888,28.60428088,252609620,0.0,1.0,AAPL
2015-02-18T00:00:00.000Z,128.715,128.78,127.45,127.625,44891737,28.8791278804,28.8937115987,28.595306284,28.6345701412,179566948,0.0,1.0,AAPL
2015-02-19T00:00:00.000Z,128.45,129.03,128.33,128.48,37362381,28.8196711823,28.9498028233,28.7927473945,28.8264021293,149449524,0.0,1.0,AAPL
2015-02-20T00:00:00.000Z,129.495,129.5,128.05,128.62,48948419,29.054132501,29.0552543255,28.729925223,28.857813215,195793676,0.0,1.0,AAPL
2015-02-23T00:00:00.000Z,133.0,133.0,129.66,130.02,70974110,29.8405314694,29.8405314694,29.0911527092,29.1719240726,283896440,0.0,1.0,AAPL
2015-02-24T00:00:00.000Z,132.17,133.6,131.17,132.94,69228130,29.6543086039,29.9751504084,29.4299437056,29.8270695755,276912520,0.0,1.0,AAPL
2015-02-25T00:00:00.000Z,128.79,131.6,128.15,131.56,74711746,28.8959552477,29.5264206119,28.7523617128,29.5174460159,298846984,0.0,1.0,AAPL
2015-02-26T00:00:00.000Z,130.415,130.87,126.61,128.785,91287529,29.2605482074,29.3626342361,28.4068397695,28.8948334232,365150116,0.0,1.0,AAPL
2015-02-27T00:00:00.000Z,128.46,130.57,128.24,130.0,62014847,28.8219148313,29.2953247666,28.7725545537,29.1674367746,248059388,0.0,1.0,AAPL
2015-03-02T00:00:00.000Z,129.09,130.28,128.3,129.25,48096663,28.9632647172,29.2302589461,28.7860164476,28.9991631009,192386652,0.0,1.0,AAPL
2015-03-03T00:00:00.000Z,129.36,129.52,128.09,128.96,37816283,29.0238432397,29.0597416235,28.7388998189,28.9340972804,151265132,0.0,1.0,AAPL
2015-03-04T00:00:00.000Z,128.54,129.56,128.32,129.1,31666340,28.8398640232,29.0687162194,28.7905037455,28.9655083662,126665360,0.0,1.0,AAPL
2015-03-05T00:00:00.000Z,126.41,128.75,125.76,128.58,56517146,28.3619667899,28.8869806518,28.216129606,28.8488386191,226068584,0.0,1.0,AAPL
2015-03-06T00:00:00.000Z,126.6,129.37,126.26,128.4,72842060,28.4045961205,29.0260868887,28.3283120551,28.8084529374,291368240,0.0,1.0,AAPL
2015-03-09T00:00:00.000Z,127.14,129.57,125.06,127.96,88528487,28.5257531656,29.0709598684,28.0590741772,28.7097323822,354113948,0.0,1.0,AAPL
2015-03-10T00:00:00.000Z,124.51,127.22,123.8,126.41,68856582,27.9356734831,28.5437023574,27.7763744054,28.3619667899,275426328,0.0,1.0,AAPL
2015-03-11T00:00:00.000Z,122.24,124.77,122.11,124.75,68938974,27.4263651641,27.9940083567,27.3971977273,27.9895210587,275755896,0.0,1.0,AAPL
2015-03-12T00:00:00.000Z,124.45,124.9,121.63,122.31,48362719,27.9222115892,28.0231757935,27.2895025761,27.442070707,193450876,0.0,1.0,AAPL
2015-03-13T00:00:00.000Z,123.59,125.3951,122.58,124.4,51827283,27.7292577767,28.1342588546,27.5026492295,27.9109933443,207309132,0.0,1.0,AAPL
2015-03-16T00:00:00.000Z,124.95,124.95,122.87,123.88,35874300,28.0343940384,28.0343940384,27.56771505,27.7943235972,143497200,0.0,1.0,AAPL
2015-03-17T00:00:00.000Z,127.04,127.32,125.65,125.9,51023104,28.5033166758,28.5661388473,28.1914494672,28.2475406917,204092416,0.0,1.0,AAPL
2015-03-18T00:00:00.000Z,128.47,129.16,126.37,127.0,65270945,28.8241584803,28.9789702601,28.3529921939,28.4943420798,261083780,0.0,1.0,AAPL
2015-03-19T00:00:00.000Z,127.495,129.2451,127.4,128.75,45809490,28.6054027045,28.9980637129,28.5840880391,28.8869806518,183237960,0.0,1.0,AAPL
2015-03-20T00:00:00.000Z,125.9,128.4,125.16,128.25,68695136,28.2475406917,28.8084529374,28.081510667,28.7747982027,274780544,0.0,1.0,AAPL
2015-03-23T00:00:00.000Z,127.21,127.85,126.52,127.12,37709674,28.5414587085,28.6850522434,28.3866469287,28.5212658676,150838696,0.0,1.0,AAPL
2015-03-24T00:00:00.000Z,126.69,128.04,126.56,127.23,32842304,28.4247889614,28.727681574,28.3956215246,28.5459460064,131369216,0.0,1.0,AAPL
2015-03-25T00:00:00.000Z,123.38,126.82,123.38,126.54,51655177,27.6821411481,28.4539563981,27.6821411481,28.3911342266,206620708,0.0,1.0,AAPL
2015-03-26T00:00:00.000Z,124.24,124.88,122.6,122.76,47572869,27.8750949606,28.0186884955,27.5071365275,27.5430349112,190291476,0.0,1.0,AAPL
2015-03-27T00:00:00.000Z,123.25,124.7,122.91,124.57,39546151,27.6529737113,27.9783028138,27.5766896459,27.949135377,158184604,0.0,1.0,AAPL
2015-03-30T00:00:00.000Z,126.37,126.4,124.0,124.05,47099670,28.3529921939,28.3597231409,27.821247385,27.8324656299,188398680,0.0,1.0,AAPL
2015-03-31T00:00:00.000Z,124.43,126.49,124.355,126.09,42090553,27.9177242913,28.3799159817,27.9008969239,28.2901700224,168362212,0.0,1.0,AAPL
2015-04-01T00:00:00.000Z,124.25,125.12,123.1,124.82,40621437,27.8773386096,28.0725360711,27.6193189766,28.0052266016,162485748,0.0,1.0,AAPL
2015-04-02T00:00:00.000Z,125.32,125.56,124.19,125.03,32220131,28.1174090507,28.1712566263,27.8638767157,28.0523432302,128880524,0.0,1.0,AAPL
2015-04-06T00:00:00.000Z,127.35,127.51,124.33,124.47,37193975,28.5728697942,28.6087681779,27.8952878015,27.9266988872,148775900,0.0,1.0,AAPL
2015-04-07T00:00:00.000Z,126.01,128.1218,125.98,127.64,35012268,28.2722208305,28.7460346227,28.2654898836,28.6379356147,140049072,0.0,1.0,AAPL
2015-04-08T00:00:00.000Z,125.6,126.4,124.97,125.85,37329243,28.1802312223,28.3597231409,28.0388813363,28.2363224468,149316972,0.0,1.0,AAPL
2015-04-09T00:00:00.000Z,126.56,126.58,124.66,125.85,32483974,28.3956215246,28.4001088226,27.9693282179,28.2363224468,129935896,0.0,1.0,AAPL
2015-04-10T00:00:00.000Z,127.1,127.21,125.26,125.95,40187953,28.5167785697,28.5414587085,28.1039471568,28.2587589366,160751812,0.0,1.0,AAPL
2015-04-13T00:00:00.000Z,126.85,128.57,126.61,128.37,36365123,28.4606873451,28.8465949701,28.4068397695,28.8017219905,145460492,0.0,1.0,AAPL
2015-04-14T00:00:00.000Z,126.3,127.29,125.91,127.0,25524593,28.337286651,28.5594079003,28.2497843407,28.4943420798,102098372,0.0,1.0,AAPL
2015-04-15T00:00:00.000Z,126.78,127.13,126.01,126.41,28970419,28.4449818022,28.5235095166,28.2722208305,28.3619667899,115881676,0.0,1.0,AAPL
2015-04-16T00:00:00.000Z,126.17,127.1,126.11,126.28,28368987,28.3081192143,28.5167785697,28.2946573204,28.3327993531,113475948,0.0,1.0,AAPL
2015-04-17T00:00:00.000Z,124.75,126.14,124.46,125.55,51957046,27.9895210587,28.3013882673,27.9244552382,28.1690129773,207828184,0.0,1.0,AAPL
2015-04-20T00:00:00.000Z,127.6,128.12,125.17,125.57,47054310,28.6289610188,28.7456307659,28.083754316,28.1735002753,188217240,0.0,1.0,AAPL
2015-04-21T00:00:00.000Z,126.91,128.2,126.67,128.1,32435057,28.474149239,28.7635799577,28.4203016634,28.7411434679,129740228,0.0,1.0,AAPL
2015-04-22T00:00:00.000Z,128.62,128.87,126.32,126.99,37654505,28.857813215,28.9139044396,28.341773949,28.4920984308,150618020,0.0,1.0,AAPL
2015-04-23T00:00:00.000Z,129.67,130.42,128.14,128.3,45770902,29.0933963582,29.2616700319,28.7501180639,28.7860164476,183083608,0.0,1.0,AAPL
2015-04-24T00:00:00.000Z,130.28,130.63,129.23,130.49,44525905,29.2302589461,29.3087866605,28.994675803,29.2773755748,178103620,0.0,1.0,AAPL
2015-04-27T00:00:00.000Z,132.65,133.13,131.15,132.31,96954207,29.762003755,29.8696989062,29.4254564076,29.6857196896,387816828,0.0,1.0,AAPL
2015-04-28T00:00:00.000Z,130.56,134.54,129.57,134.455,118923970,29.2930811177,30.1860534128,29.0709598684,30.1669823964,475695880,0.0,1.0,AAPL
2015-04-29T00:00:00.000Z,128.64,131.59,128.3,130.16,63386083,28.862300513,29.5241769629,28.7860164476,29.2033351583,253544332,0.0,1.0,AAPL
2015-04-30T00:00:00.000Z,125.15,127.88,124.58,127.5,83195423,28.079267018,28.6917831903,27.951379026,28.606524529,332781692,0.0,1.0,AAPL
2015-05-01T00:00:00.000Z,128.95,130.13,125.3,126.1,58512638,28.9318536314,29.1966042114,28.1129217528,28.2924136714,234050552,0.0,1.0,AAPL
2015-05-04T00:00:00.000Z,128.7,130.57,128.26,129.5,50988278,28.8757624069,29.2953247666,28.7770418516,29.0552543255,203953112,0.0,1.0,AAPL
2015-05-05T00:00:00.000Z,125.8,128.4498,125.78,128.15,49271416,28.2251042019,28.8196263093,28.2206169039,28.7523617128,197085664,0.0,1.0,AAPL
2015-05-06T00:00:00.000Z,125.01,126.75,123.36,126.56,72141010,28.0478559323,28.4382508553,27.6776538501,28.3956215246,288564040,0.0,1.0,AAPL
2015-05-07T00:00:00.000Z,125.26,126.08,124.02,124.77,43940895,28.2206169039,28.4053598854,27.9412494685,28.1102217077,175763580,0.52,1.0,AAPL
2015-05-08T00:00:00.000Z,127.62,127.62,126.11,126.68,55550382,28.7523162165,28.7523162165,28.412118775,28.5405376768,222201528,0.0,1.0,AAPL
2015-05-11T00:00:00.000Z,126.32,127.56,125.625,127.39,42035757,28.459431002,28.7387984374,28.3028500603,28.7004980632,168143028,0.0,1.0,AAPL
2015-05-12T00:00:00.000Z,125.865,126.88,124.82,125.6,48160032,28.3569211769,28.5855969405,28.1214865236,28.2972176524,192640128,0.0,1.0,AAPL
2015-05-13T00:00:00.000Z,126.01,127.19,125.87,126.15,34694235,28.3895891431,28.6554387994,28.3580476585,28.4211306278,138776940,0.0,1.0,AAPL
2015-05-14T00:00:00.000Z,128.95,128.95,127.16,127.41,45203456,29.0519603206,29.0519603206,28.6486799098,28.7050039896,180813824,0.0,1.0,AAPL
2015-05-15T00:00:00.000Z,128.77,129.49,128.21,129.07,38208034,29.0114069832,29.1736203328,28.8852410447,29.0789958789,152832136,0.0,1.0,AAPL
2015-05-18T00:00:00.000Z,130.19,130.72,128.36,128.38,50882918,29.3313277561,29.4507348051,28.9190354925,28.9235414189,203531672,0.0,1.0,AAPL
2015-05-19T00:00:00.000Z,130.07,130.88,129.64,130.69,44633240,29.3042921978,29.4867822161,29.2074147807,29.4439759155,178532960,0.0,1.0,AAPL
2015-05-20T00:00:00.000Z,130.06,130.98,129.34,130.0,36454932,29.3020392346,29.509311848,29.139825885,29.2885214555,145819728,0.0,1.0,AAPL
2015-05-21T00:00:00.000Z,131.39,131.63,129.83,130.07,39730364,29.6016833387,29.6557544553,29.2502210813,29.3042921978,158921456,0.0,1.0,AAPL
2015-05-22T00:00:00.000Z,132.54,132.97,131.4,131.6,45595972,29.8607741054,29.9576515226,29.6039363019,29.6489955657,182383888,0.0,1.0,AAPL
2015-05-26T00:00:00.000Z,129.62,132.91,129.12,132.6,70697560,29.2029088543,29.9441337434,29.0902606949,29.8742918846,282790240,0.0,1.0,AAPL
2015-05-27T00:00:00.000Z,132.045,132.26,130.05,130.34,45833246,29.7492524276,29.7976911362,29.2997862714,29.3651222039,183332984,0.0,1.0,AAPL
2015-05-28T00:00:00.000Z,131.78,131.95,131.1,131.86,30733309,29.6895489031,29.7278492773,29.5363474062,29.7075726086,122933236,0.0,1.0,AAPL
2015-05-29T00:00:00.000Z,130.28,131.45,129.9,131.23,50884452,29.3516044248,29.6152011179,29.2659918236,29.5656359277,203537808,0.0,1.0,AAPL
2015-06-01T00:00:00.000Z,130.535,131.39,130.05,131.2,32112797,29.4090549861,29.6016833387,29.2997862714,29.5588770381,128451188,0.0,1.0,AAPL
2015-06-02T00:00:00.000Z,129.96,130.655,129.32,129.86,33667627,29.2795096027,29.4360905443,29.1353199586,29.2569799708,134670508,0.0,1.0,AAPL
2015-06-03T00:00:00.000Z,130.12,130.94,129.9,130.66,30983542,29.3155570137,29.5002999952,29.2659918236,29.4372170259,123934168,0.0,1.0,AAPL
2015-06-04T00:00:00.000Z,129.36,130.58,128.91,129.58,38450118,29.1443318114,29.4191933204,29.0429484679,29.1938970015,153800472,0.0,1.0,AAPL
2015-06-05T00:00:00.000Z,128.65,129.69,128.36,129.5,35626800,28.984371425,29.2186795966,28.9190354925,29.175873296,142507200,0.0,1.0,AAPL
2015-06-08T00:00:00.000Z,127.8,129.21,126.83,128.9,52674786,28.7928695539,29.1105373636,28.5743321246,29.0406955047,210699144,0.0,1.0,AAPL
2015-06-09T00:00:00.000Z,127.42,128.08,125.62,126.7,56075420,28.7072569527,28.8559525232,28.3017235787,28.5450436031,224301680,0.0,1.0,AAPL
2015-06-10T00:00:00.000Z,128.88,129.34,127.85,127.92,39087250,29.0361895783,29.139825885,28.8041343699,28.8199051122,156349000,0.0,1.0,AAPL
2015-06-11T00:00:00.000Z,128.59,130.18,128.475,129.18,35390887,28.9708536458,29.3290747929,28.9449445692,29.103778474,141563548,0.0,1.0,AAPL
2015-06-12T00:00:00.000Z,127.17,128.33,127.11,128.185,36886246,28.650932873,28.9122766029,28.6374150939,28.8796086367,147544984,0.0,1.0,AAPL
2015-06-15T00:00:00.000Z,126.92,127.24,125.71,126.1,43988946,28.5946087933,28.6667036153,28.3220002474,28.4098658118,175955784,0.0,1.0,AAPL
2015-06-16T00:00:00.000Z,127.6,127.85,126.37,127.03,31494131,28.7478102901,28.8041343699,28.4706958179,28.6193913884,125976524,0.0,1.0,AAPL
2015-06-17T00:00:00.000Z,127.3,127.88,126.74,127.72,32918071,28.6802213945,28.8108932594,28.5540554559,28.7748458484,131672284,0.0,1.0,AAPL
2015-06-18T00:00:00.000Z,127.88,128.31,127.22,127.23,35407220,28.8108932594,28.9077706766,28.662197689,28.6644506522,141628880,0.0,1.0,AAPL
2015-06-19T00:00:00.000Z,126.6,127.82,126.4,127.71,54716887,28.5225139713,28.7973754803,28.4774547075,28.7725928852,218867548,0.0,1.0,AAPL
2015-06-22T00:00:00.000Z,127.61,128.06,127.08,127.49,34039345,28.7500632533,28.8514465968,28.6306562043,28.7230276951,136157380,0.0,1.0,AAPL
2015-06-23T00:00:00.000Z,127.03,127.61,126.8792,127.48,30268863,28.6193913884,28.7500632533,28.5854167035,28.7207747319,121075452,0.0,1.0,AAPL
2015-06-24T00:00:00.000Z,128.11,129.8,127.12,127.21,55280855,28.8627114128,29.2434621917,28.6396680571,28.6599447258,221123420,0.0,1.0,AAPL
2015-06-25T00:00:00.000Z,127.5,129.2,127.5,128.86,31938100,28.7252806583,29.1082844004,28.7252806583,29.0316836519,127752400,0.0,1.0,AAPL
2015-06-26T00:00:00.000Z,126.75,127.99,126.51,127.67,44066841,28.5563084191,28.8356758545,28.5022373026,28.7635810325,176267364,0.0,1.0,AAPL
2015-06-29T00:00:00.000Z,124.53,126.47,124.48,125.46,49161427,28.0561505912,28.4932254498,28.0448857752,28.2656761677,196645708,0.0,1.0,AAPL
2015-06-30T00:00:00.000Z,125.425,126.12,124.86,125.57,44370682,28.2577907966,28.4143717382,28.1304983764,28.2904587628,177482728,0.0,1.0,AAPL
2015-07-01T00:00:00.000Z,126.6,126.94,125.99,126.9,30238811,28.5225139713,28.5991147197,28.3850832167,28.5901028669,120955244,0.0,1.0,AAPL
2015-07-02T00:00:00.000Z,126.44,126.69,125.77,126.43,27210952,28.4864665602,28.54279064,28.3355180266,28.484213597,108843808,0.0,1.0,AAPL
2015-07-06T00:00:00.000Z,126.0,126.23,124.85,124.94,28060431,28.3873361799,28.4391543333,28.1282454132,28.1485220819,112241724,0.0,1.0,AAPL
2015-07-07T00:00:00.000Z,125.69,126.15,123.77,125.89,46946811,28.3174943211,28.4211306278,27.8849253888,28.3625535848,187787244,0.0,1.0,AAPL
2015-07-08T00:00:00.000Z,122.57,124.64,122.54,124.48,60761614,27.6145698061,28.0809331862,27.6078109166,28.0448857752,243046456,0.0,1.0,AAPL
2015-07-09T00:00:00.000Z,120.07,124.06,119.22,123.85,78595038,27.0513290089,27.9502613213,26.8598271379,27.9029490943,314380152,0.0,1.0,AAPL
2015-07-10T00:00:00.000Z,123.28,123.85,121.21,121.94,61354474,27.7745301925,27.9029490943,27.3081668124,27.4726331252,245417896,0.0,1.0,AAPL
2015-07-13T00:00:00.000Z,125.66,125.755,124.32,125.03,41440538,28.3107354315,28.3321385818,28.0088383642,28.1687987506,165762152,0.0,1.0,AAPL
2015-07-14T00:00:00.000Z,125.61,126.37,125.04,126.04,31768139,28.2994706156,28.4706958179,28.1710517138,28.3963480327,127072556,0.0,1.0,AAPL
2015-07-15T00:00:00.000Z,126.82,127.15,125.58,125.72,33649200,28.5720791614,28.6464269466,28.292711726,28.3242532106,134596800,0.0,1.0,AAPL
2015-07-16T00:00:00.000Z,128.51,128.57,127.35,127.74,36222447,28.9528299403,28.9663477195,28.6914862104,28.7793517748,144889788,0.0,1.0,AAPL
2015-07-17T00:00:00.000Z,129.62,129.62,128.31,129.08,46164710,29.2029088543,29.2029088543,28.9077706766,29.0812488421,184658840,0.0,1.0,AAPL
2015-07-20T00:00:00.000Z,132.07,132.97,130.7,130.97,58900203,29.7548848356,29.9576515226,29.4462288787,29.5070588848,235600812,0.0,1.0,AAPL
2015-07-21T00:00:00.000Z,130.75,132.92,130.32,132.85,76756427,29.4574936946,29.9463867066,29.3606162775,29.9306159643,307025708,0.0,1.0,AAPL
2015-07-22T00:00:00.000Z,125.22,125.5,121.99,121.99,115450607,28.2116050512,28.2746880205,27.4838979412,27.4838979412,461802428,0.0,1.0,AAPL
2015-07-23T00:00:00.000Z,125.16,127.09,125.06,126.2,50999452,28.1980872721,28.6329091675,28.1755576402,28.4323954437,203997808,0.0,1.0,AAPL
2015-07-24T00:00:00.000Z,124.5,125.74,123.9,125.32,42162332,28.0493917016,28.328759137,27.9142139103,28.2341346831,168649328,0.0,1.0,AAPL
2015-07-27T00:00:00.000Z,122.77,123.61,122.12,123.09,44455540,27.6596290699,27.8488779778,27.5131864626,27.731723892,177822160,0.0,1.0,AAPL
2015-07-28T00:00:00.000Z,123.38,123.91,122.55,123.38,33618097,27.7970598244,27.9164668734,27.6100638798,27.7970598244,134472388,0.0,1.0,AAPL
2015-07-29T00:00:00.000Z,122.99,123.5,122.27,123.15,37011653,27.7091942601,27.8240953827,27.5469809105,27.7452416711,148046612,0.0,1.0,AAPL
2015-07-30T00:00:00.000Z,122.37,122.5699,121.71,122.32,33628268,27.5695105424,27.6145472765,27.4208149719,27.5582457264,134513072,0.0,1.0,AAPL
2015-07-31T00:00:00.000Z,121.3,122.6425,120.91,122.6,42884953,27.3284434811,27.6309037893,27.2405779168,27.6213286957,171539812,0.0,1.0,AAPL
2015-08-03T00:00:00.000Z,118.44,122.57,117.52,121.5,69975968,26.6840960091,27.6145698061,26.4768233957,27.3735027449,279903872,0.0,1.0,AAPL
2015-08-04T00:00:00.000Z,114.64,117.7,113.25,117.42,124138623,25.8279699973,26.5173767331,25.5148081141,26.4542937639,496554492,0.0,1.0,AAPL
2015-08-05T00:00:00.000Z,115.4,117.44,112.1,112.95,98384461,25.9991951997,26.4587996902,25.2557173474,25.4472192184,393537844,0.0,1.0,AAPL
2015-08-06T00:00:00.000Z,115.13,116.5,114.115,115.97,52903040,26.0555192794,26.3655693221,25.8258106712,26.2456229552,211612160,0.52,1.0,AAPL
2015-08-07T00:00:00.000Z,115.52,116.25,114.5,114.58,38670405,26.1437817003,26.3089908472,25.9129415226,25.9310466346,154681620,0.0,1.0,AAPL
2015-08-10T00:00:00.000Z,119.72,119.99,116.53,116.53,54951597,27.0943000793,27.1554048323,26.3723587391,26.3723587391,219806388,0.0,1.0,AAPL
2015-08-11T00:00:00.000Z,113.49,118.18,113.33,117.81,97082814,25.6843644838,26.7457766737,25.6481542599,26.6620405308,388331256,0.0,1.0,AAPL
2015-08-12T00:00:00.000Z,115.24,115.42,109.63,112.53,101685610,26.0804138084,26.1211503104,24.8107928307,25.46710314,406742440,0.0,1.0,AAPL
2015-08-13T00:00:00.000Z,115.15,116.4,114.54,116.04,48535789,26.0600455574,26.3429379321,25.9219940786,26.2614649282,194143156,0.0,1.0,AAPL
2015-08-14T00:00:00.000Z,115.96,116.31,114.01,114.32,42929516,26.2433598162,26.3225696811,25.8020477117,25.8722050206,171718064,0.0,1.0,AAPL
2015-08-17T00:00:00.000Z,117.16,117.65,115.5,116.04,40884745,26.5149364959,26.6258303068,26.1392554223,26.2614649282,163538980,0.0,1.0,AAPL
2015-08-18T00:00:00.000Z,116.5,117.44,116.01,116.43,34560708,26.3655693221,26.5783043879,26.2546755112,26.3497273491,138242832,0.0,1.0,AAPL
2015-08-19T00:00:00.000Z,115.01,116.52,114.68,116.1,48286510,26.0283616115,26.3700956001,25.9536780245,26.2750437622,193146040,0.0,1.0,AAPL
2015-08-20T00:00:00.000Z,112.65,114.35,111.63,114.08,68501622,25.494260808,25.8789944376,25.2634206303,25.8178896847,274006488,0.0,1.0,AAPL
2015-08-21T00:00:00.000Z,105.76,111.9,105.645,110.43,128275471,23.9349580387,25.3245253832,23.9089319402,24.9918439506,513101884,0.0,1.0,AAPL
2015-08-24T00:00:00.000Z,103.12,108.8,92.0,94.87,162206292,23.3374893433,24.6229522939,20.820878778,21.4703996703,648825168,0.0,1.0,AAPL
2015-08-25T00:00:00.000Z,103.74,111.11,103.5,111.11,103601599,23.4778039612,25.1457374024,23.4234886252,25.1457374024,414406396,0.0,1.0,AAPL
2015-08-26T00:00:00.000Z,109.69,109.89,105.05,107.085,96774611,24.8243716647,24.8696344447,23.7742751698,24.2348239559,387098444,0.0,1.0,AAPL
2015-08-27T00:00:00.000Z,112.92,113.24,110.02,112.25,84616056,25.555365561,25.6277860089,24.8990552517,25.4037352481,338464224,0.0,1.0,AAPL
2015-08-28T00:00:00.000Z,113.29,113.31,111.54,112.17,53164407,25.6391017039,25.6436279819,25.2430523793,25.3856301361,212657628,0.0,1.0,AAPL
2015-08-31T00:00:00.000Z,112.76,114.53,112.0,112.13,56229271,25.519155337,25.9197309396,25.3471567732,25.3765775801,224917084,0.0,1.0,AAPL
2015-09-01T00:00:00.000Z,107.72,111.88,107.36,110.18,76845860,24.3785332822,25.3199991052,24.2970602783,24.9352654756,307383440,0.0,1.0,AAPL
2015-09-02T00:00:00.000Z,112.34,112.34,109.131,110.0,61888812,25.4241034991,25.4241034991,24.6978621948,24.8945289737,247555248,0.0,1.0,AAPL
